"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-01-28","VirusTotal (Fallback)","APT27","SHA256","ff3722f809790482ebcb792ae4e51e0fe633fcab6b2faf662950ec1664e9016d","Text Match: APT27","https://www.virustotal.com/gui/file/ff3722f809790482ebcb792ae4e51e0fe633fcab6b2faf662950ec1664e9016d"
"2026-01-27","VirusTotal (Fallback)","APT27","SHA256","031a4b98034e49e3572c4fb6f2cb030db947873b215dc8440a725e93a3d6c5fc","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/031a4b98034e49e3572c4fb6f2cb030db947873b215dc8440a725e93a3d6c5fc"
"2026-01-27","VirusTotal (Fallback)","APT27","SHA256","956218dad28ab71e5e3c85947e91fed7390b24157ea9cb932ab9a1a2f7d4934a","Text Match: APT27","https://www.virustotal.com/gui/file/956218dad28ab71e5e3c85947e91fed7390b24157ea9cb932ab9a1a2f7d4934a"
"2026-01-26","VirusTotal (Fallback)","APT27","SHA256","7f185f9044aa8c5eb0e8389dce7bf10948046db05ecdcb911b198222d2d205df","Text Match: APT27","https://www.virustotal.com/gui/file/7f185f9044aa8c5eb0e8389dce7bf10948046db05ecdcb911b198222d2d205df"
"2026-01-25","VirusTotal (Fallback)","APT27","SHA256","7decbccda888811eaf10e790b2fa389805d057ce63783bac298872a8558f3b56","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/7decbccda888811eaf10e790b2fa389805d057ce63783bac298872a8558f3b56"
"2026-01-21","VirusTotal (Fallback)","APT27","SHA256","d529753559c4504f2fc529d13c074b36e296614a2744f7b893c7483a9018d4de","Text Match: APT27","https://www.virustotal.com/gui/file/d529753559c4504f2fc529d13c074b36e296614a2744f7b893c7483a9018d4de"
"2026-01-17","VirusTotal (Fallback)","APT27","SHA256","58307e958952f36a8705fcbebbf071da54a27b941e0bdad28a0253d3e9f170e7","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/58307e958952f36a8705fcbebbf071da54a27b941e0bdad28a0253d3e9f170e7"
"2026-01-16","VirusTotal (Fallback)","APT27","SHA256","77b823b2384d80fb292e0ad5a1775c93011d3b4e50b2105559557a1bada0e452","Text Match: APT27","https://www.virustotal.com/gui/file/77b823b2384d80fb292e0ad5a1775c93011d3b4e50b2105559557a1bada0e452"
"2026-01-16","VirusTotal (Fallback)","APT27","SHA256","1b03ead0b1ef69ae35cb56810c5660bec13ae9980254d307880e874e5640b85e","Text Match: APT27","https://www.virustotal.com/gui/file/1b03ead0b1ef69ae35cb56810c5660bec13ae9980254d307880e874e5640b85e"
"2026-01-16","VirusTotal (Fallback)","APT27","SHA256","f068c8717f183bdd62e0e6746544b5c3d4e4d2b9824126bfd6bffc859ddeab8b","Text Match: APT27","https://www.virustotal.com/gui/file/f068c8717f183bdd62e0e6746544b5c3d4e4d2b9824126bfd6bffc859ddeab8b"
"2026-01-13","VirusTotal (Fallback)","APT27","SHA256","14cb592a6d8d1df48991fc58450936bf7fa43c54b1bb20689c1f4b40ec634b34","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/14cb592a6d8d1df48991fc58450936bf7fa43c54b1bb20689c1f4b40ec634b34"
"2026-01-13","VirusTotal (Fallback)","APT27","SHA256","244149d8e45121b7e141b75fe4ad1f94a929981e3a1fc3dead8cde395358e768","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/244149d8e45121b7e141b75fe4ad1f94a929981e3a1fc3dead8cde395358e768"
"2026-01-13","VirusTotal (Fallback)","APT27","SHA256","44c5193b503bb5e593e6d94a743116bddfc37a72d24104898143fc91c651e2a5","Text Match: APT27","https://www.virustotal.com/gui/file/44c5193b503bb5e593e6d94a743116bddfc37a72d24104898143fc91c651e2a5"
"2026-01-12","VirusTotal (Fallback)","APT27","SHA256","38e7e335a31cd687f37737b92eb4d6b6b1fce3e9590151aa1ea53b95f48fe456","Text Match: APT27","https://www.virustotal.com/gui/file/38e7e335a31cd687f37737b92eb4d6b6b1fce3e9590151aa1ea53b95f48fe456"
"2026-01-10","VirusTotal (Fallback)","APT27","SHA256","1d2a93ae1bc2f9ca22b47a5e5b5e5d89d223ad2556e7ed44081f8e6a6f6c4e6d","Text Match: APT27","https://www.virustotal.com/gui/file/1d2a93ae1bc2f9ca22b47a5e5b5e5d89d223ad2556e7ed44081f8e6a6f6c4e6d"
"2026-01-10","VirusTotal (Fallback)","APT27","SHA256","dfbb84babad4d60335ef205821d84bf8ce09343df805a619e30172a21785e50e","Text Match: APT27","https://www.virustotal.com/gui/file/dfbb84babad4d60335ef205821d84bf8ce09343df805a619e30172a21785e50e"
"2026-01-07","VirusTotal (Fallback)","APT27","SHA256","6f5c9350dd532099b1f9964288a10b56a9e2e56307599d5884a9a2afe0392ba3","Text Match: Emissary Panda","https://www.virustotal.com/gui/file/6f5c9350dd532099b1f9964288a10b56a9e2e56307599d5884a9a2afe0392ba3"
